Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total Sale,Sold out?,Sold out time
1923,5081,0.142,0.083,0.045,0.074,0.052,0.017,0.034,0.000,0.082,0.011,0.034,0.079,0.016,0.113,0.041,0.033,0.024,0.037,0.050,0.019,0.014,0.000,0.000,0.000,1.000,1,
1924,4225,0.147,0.024,0.016,0.029,0.002,0.070,0.047,0.024,0.059,0.081,0.044,0.054,0.018,0.112,0.024,0.030,0.024,0.031,0.045,0.011,0.040,0.003,0.049,0.000,0.984,0,
1925,4752,0.148,0.022,0.075,0.031,0.038,0.050,0.043,0.081,0.064,0.043,0.082,0.070,0.062,0.178,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1926,4411,0.136,0.015,0.051,0.036,0.078,0.075,0.066,0.024,0.032,0.020,0.073,0.075,0.041,0.097,0.021,0.020,0.037,0.042,0.025,0.019,0.020,0.000,0.000,0.000,1.000,1,
1927,4953,0.122,0.080,0.083,0.072,0.043,0.009,0.079,0.026,0.077,0.014,0.012,0.028,0.055,0.030,0.034,0.045,0.031,0.025,0.020,0.009,0.047,0.027,0.005,0.000,0.972,0,
1928,4030,0.143,0.073,0.058,0.019,0.054,0.058,0.014,0.031,0.006,0.007,0.074,0.073,0.075,0.040,0.043,0.028,0.042,0.048,0.003,0.015,0.034,0.042,0.020,0.000,1.000,1,
1929,4668,0.138,0.027,0.069,0.037,0.053,0.072,0.025,0.066,0.010,0.005,0.029,0.031,0.070,0.104,0.031,0.038,0.035,0.028,0.015,0.040,0.006,0.044,0.028,0.000,1.000,1,
1930,4362,0.128,0.016,0.014,0.005,0.057,0.060,0.072,0.002,0.053,0.013,0.020,0.003,0.064,0.039,0.038,0.048,0.020,0.048,0.050,0.005,0.005,0.046,0.012,0.010,0.827,0,
1931,2784,0.111,0.071,0.032,0.068,0.000,0.048,0.015,0.019,0.028,0.010,0.036,0.079,0.074,0.072,0.037,0.037,0.049,0.036,0.023,0.010,0.024,0.041,0.002,0.015,0.937,0,
1932,6187,0.147,0.078,0.004,0.044,0.052,0.056,0.080,0.032,0.080,0.035,0.028,0.001,0.031,0.040,0.027,0.024,0.021,0.025,0.019,0.028,0.012,0.029,0.010,0.014,0.919,0,
1933,3034,0.116,0.055,0.018,0.059,0.063,0.065,0.025,0.005,0.025,0.022,0.048,0.032,0.046,0.090,0.039,0.033,0.040,0.038,0.005,0.047,0.025,0.021,0.000,0.014,0.929,0,
1934,3281,0.128,0.057,0.051,0.058,0.066,0.005,0.067,0.059,0.002,0.014,0.000,0.055,0.069,0.331,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1935,3217,0.126,0.029,0.018,0.075,0.022,0.043,0.019,0.064,0.022,0.050,0.001,0.026,0.080,0.036,0.032,0.049,0.020,0.045,0.047,0.035,0.010,0.045,0.038,0.032,0.968,0,
1936,4318,0.110,0.028,0.009,0.080,0.043,0.031,0.030,0.018,0.025,0.053,0.053,0.010,0.053,0.097,0.027,0.024,0.026,0.036,0.008,0.023,0.034,0.044,0.042,0.006,0.911,0,
1937,4453,0.122,0.038,0.007,0.075,0.055,0.079,0.050,0.015,0.082,0.041,0.082,0.048,0.015,0.117,0.040,0.028,0.044,0.047,0.014,0.000,0.000,0.000,0.000,0.000,1.000,1,
1938,5421,0.115,0.063,0.048,0.063,0.038,0.002,0.029,0.075,0.055,0.063,0.039,0.068,0.050,0.070,0.042,0.050,0.038,0.027,0.031,0.030,0.006,0.000,0.000,0.000,1.000,1,
1939,3788,0.127,0.006,0.018,0.065,0.007,0.066,0.044,0.017,0.018,0.010,0.072,0.053,0.080,0.052,0.029,0.026,0.047,0.027,0.001,0.049,0.004,0.022,0.014,0.014,0.868,0,
1940,5296,0.108,0.033,0.066,0.058,0.018,0.050,0.078,0.079,0.027,0.006,0.011,0.016,0.025,0.035,0.022,0.028,0.047,0.040,0.042,0.049,0.006,0.024,0.045,0.019,0.934,0,
1941,4165,0.130,0.033,0.019,0.061,0.080,0.048,0.018,0.081,0.071,0.025,0.072,0.053,0.067,0.103,0.033,0.038,0.031,0.033,0.001,0.000,0.000,0.000,0.000,0.000,1.000,1,
1942,6295,0.118,0.001,0.015,0.038,0.059,0.079,0.069,0.016,0.035,0.017,0.001,0.041,0.004,0.016,0.020,0.033,0.050,0.031,0.007,0.015,0.002,0.035,0.012,0.039,0.755,0,
1943,6410,0.146,0.001,0.005,0.059,0.032,0.038,0.030,0.060,0.049,0.070,0.048,0.056,0.007,0.078,0.027,0.046,0.038,0.027,0.046,0.030,0.032,0.024,0.042,0.000,0.991,0,
1944,3871,0.129,0.074,0.025,0.067,0.045,0.032,0.047,0.016,0.069,0.035,0.040,0.057,0.082,0.161,0.031,0.039,0.035,0.018,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1945,12454,0.124,0.070,0.078,0.009,0.032,0.025,0.049,0.002,0.068,0.007,0.003,0.069,0.080,0.085,0.029,0.037,0.036,0.040,0.046,0.017,0.005,0.025,0.009,0.023,0.966,0,
1946,5650,0.121,0.008,0.076,0.036,0.037,0.031,0.057,0.011,0.065,0.043,0.017,0.014,0.034,0.021,0.046,0.039,0.040,0.033,0.017,0.041,0.039,0.011,0.016,0.044,0.901,0,
1947,5940,0.143,0.024,0.053,0.013,0.023,0.030,0.038,0.039,0.063,0.032,0.004,0.045,0.050,0.076,0.031,0.023,0.036,0.047,0.050,0.032,0.016,0.038,0.044,0.016,0.965,0,
1948,3295,0.131,0.015,0.010,0.058,0.022,0.013,0.031,0.018,0.035,0.046,0.056,0.025,0.029,0.072,0.029,0.048,0.039,0.043,0.010,0.021,0.009,0.035,0.008,0.002,0.805,0,
1949,3323,0.118,0.053,0.033,0.026,0.052,0.005,0.059,0.012,0.007,0.053,0.060,0.057,0.048,0.035,0.026,0.047,0.026,0.038,0.046,0.023,0.036,0.025,0.043,0.026,0.951,0,
1950,4124,0.122,0.027,0.057,0.016,0.076,0.075,0.027,0.062,0.040,0.014,0.063,0.024,0.035,0.025,0.032,0.027,0.023,0.041,0.004,0.048,0.001,0.042,0.045,0.046,0.973,0,
1951,4321,0.128,0.036,0.050,0.057,0.078,0.052,0.004,0.062,0.056,0.002,0.056,0.008,0.080,0.044,0.029,0.045,0.042,0.025,0.025,0.027,0.045,0.003,0.012,0.033,1.000,0,
1952,3393,0.112,0.032,0.033,0.008,0.073,0.046,0.005,0.054,0.011,0.064,0.004,0.046,0.043,0.051,0.046,0.043,0.045,0.048,0.011,0.010,0.031,0.034,0.029,0.035,0.912,0,
1953,11424,0.123,0.057,0.043,0.005,0.030,0.037,0.008,0.007,0.048,0.070,0.071,0.024,0.009,0.249,0.037,0.048,0.028,0.034,0.010,0.006,0.044,0.010,0.000,0.000,1.000,1,
1954,5230,0.125,0.079,0.025,0.082,0.019,0.061,0.081,0.047,0.019,0.035,0.008,0.023,0.060,0.121,0.044,0.027,0.025,0.023,0.019,0.034,0.023,0.021,0.000,0.000,1.000,1,
1955,4586,0.149,0.034,0.023,0.031,0.036,0.026,0.078,0.052,0.056,0.020,0.053,0.040,0.013,0.021,0.041,0.045,0.030,0.036,0.014,0.024,0.037,0.049,0.041,0.046,0.994,0,
1956,3570,0.101,0.007,0.033,0.036,0.045,0.027,0.013,0.032,0.054,0.006,0.018,0.031,0.061,0.096,0.035,0.050,0.049,0.022,0.016,0.002,0.030,0.040,0.046,0.002,0.851,0,
1957,2745,0.143,0.050,0.072,0.027,0.014,0.062,0.001,0.039,0.004,0.041,0.031,0.015,0.076,0.033,0.043,0.031,0.025,0.044,0.046,0.031,0.021,0.033,0.011,0.025,0.917,0,
1958,3047,0.111,0.071,0.073,0.048,0.056,0.050,0.075,0.022,0.077,0.081,0.005,0.014,0.081,0.148,0.049,0.027,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1959,4332,0.146,0.025,0.018,0.050,0.031,0.008,0.075,0.023,0.034,0.074,0.019,0.081,0.018,0.164,0.040,0.034,0.035,0.029,0.009,0.034,0.040,0.014,0.000,0.000,1.000,1,
1960,3262,0.124,0.009,0.083,0.062,0.001,0.011,0.040,0.040,0.050,0.010,0.048,0.082,0.067,0.199,0.036,0.026,0.031,0.030,0.009,0.028,0.014,0.000,0.000,0.000,1.000,1,
1961,3526,0.138,0.006,0.046,0.026,0.042,0.062,0.021,0.011,0.083,0.058,0.065,0.075,0.068,0.081,0.044,0.048,0.026,0.029,0.038,0.008,0.025,0.000,0.000,0.000,1.000,1,
1962,5961,0.112,0.083,0.008,0.032,0.013,0.056,0.059,0.000,0.057,0.004,0.037,0.041,0.007,0.051,0.040,0.041,0.042,0.033,0.014,0.004,0.022,0.026,0.041,0.002,0.825,0,
1963,4097,0.112,0.069,0.022,0.052,0.053,0.025,0.075,0.027,0.024,0.045,0.043,0.007,0.008,0.022,0.048,0.022,0.050,0.050,0.029,0.006,0.002,0.027,0.001,0.016,0.835,0,
1964,3052,0.142,0.080,0.009,0.011,0.054,0.030,0.073,0.027,0.022,0.070,0.083,0.024,0.019,0.310,0.027,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1965,6961,0.118,0.064,0.007,0.044,0.048,0.050,0.039,0.042,0.039,0.019,0.021,0.027,0.030,0.046,0.029,0.025,0.036,0.049,0.014,0.049,0.004,0.035,0.003,0.028,0.865,0,
1966,3104,0.108,0.049,0.008,0.075,0.032,0.043,0.079,0.052,0.009,0.080,0.047,0.047,0.040,0.080,0.029,0.040,0.041,0.038,0.012,0.034,0.032,0.024,0.000,0.000,1.000,1,
1967,3937,0.112,0.012,0.062,0.051,0.078,0.016,0.073,0.069,0.078,0.082,0.081,0.029,0.056,0.045,0.038,0.022,0.029,0.030,0.022,0.013,0.000,0.000,0.000,0.000,1.000,1,
1968,2828,0.140,0.059,0.061,0.050,0.021,0.017,0.067,0.061,0.076,0.070,0.034,0.081,0.069,0.085,0.030,0.047,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1969,5416,0.142,0.021,0.039,0.056,0.029,0.017,0.073,0.035,0.045,0.021,0.052,0.043,0.001,0.056,0.035,0.042,0.037,0.030,0.004,0.005,0.007,0.047,0.011,0.017,0.865,0,
1970,3531,0.126,0.057,0.018,0.049,0.079,0.034,0.003,0.077,0.011,0.022,0.013,0.048,0.042,0.035,0.031,0.038,0.046,0.021,0.040,0.006,0.012,0.015,0.046,0.003,0.873,0,
1971,4143,0.112,0.023,0.082,0.037,0.002,0.032,0.060,0.027,0.000,0.065,0.007,0.053,0.005,0.110,0.041,0.033,0.049,0.034,0.037,0.045,0.002,0.041,0.001,0.040,0.939,0,
1972,4356,0.133,0.015,0.051,0.083,0.011,0.061,0.009,0.046,0.023,0.058,0.057,0.051,0.038,0.057,0.049,0.043,0.042,0.047,0.040,0.035,0.020,0.032,0.000,0.000,1.000,1,
1973,2697,0.148,0.043,0.039,0.019,0.052,0.045,0.052,0.037,0.023,0.050,0.017,0.070,0.062,0.158,0.020,0.026,0.045,0.032,0.006,0.023,0.030,0.000,0.000,0.000,1.000,1,
1974,2722,0.141,0.082,0.045,0.028,0.015,0.011,0.058,0.079,0.044,0.079,0.042,0.000,0.015,0.169,0.032,0.021,0.031,0.043,0.009,0.035,0.020,0.000,0.000,0.000,1.000,1,
1975,5272,0.132,0.062,0.049,0.040,0.010,0.033,0.029,0.035,0.068,0.069,0.077,0.042,0.063,0.146,0.039,0.023,0.029,0.022,0.030,0.003,0.000,0.000,0.000,0.000,1.000,1,
1976,6998,0.109,0.040,0.020,0.026,0.006,0.035,0.026,0.036,0.024,0.019,0.006,0.068,0.056,0.086,0.037,0.044,0.022,0.029,0.015,0.000,0.037,0.008,0.033,0.045,0.829,0,
1977,4050,0.109,0.007,0.049,0.061,0.043,0.060,0.059,0.082,0.023,0.020,0.026,0.067,0.052,0.291,0.032,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1978,3438,0.117,0.061,0.075,0.020,0.019,0.065,0.017,0.020,0.025,0.041,0.033,0.003,0.078,0.019,0.028,0.027,0.041,0.024,0.038,0.011,0.022,0.030,0.009,0.028,0.854,0,
1979,4010,0.137,0.045,0.077,0.054,0.041,0.044,0.067,0.049,0.018,0.013,0.015,0.047,0.082,0.010,0.025,0.028,0.026,0.039,0.028,0.024,0.007,0.024,0.048,0.048,0.994,0,
1980,5388,0.109,0.026,0.066,0.051,0.004,0.055,0.060,0.027,0.036,0.027,0.024,0.056,0.037,0.048,0.032,0.021,0.021,0.032,0.033,0.029,0.017,0.018,0.020,0.048,0.897,0,
1981,2979,0.122,0.056,0.036,0.069,0.082,0.034,0.032,0.060,0.036,0.026,0.028,0.029,0.054,0.051,0.038,0.047,0.043,0.032,0.003,0.048,0.033,0.041,0.000,0.000,1.000,1,
1982,3876,0.102,0.008,0.036,0.012,0.076,0.052,0.067,0.080,0.061,0.001,0.065,0.017,0.023,0.068,0.024,0.023,0.029,0.025,0.024,0.004,0.049,0.025,0.029,0.025,0.922,0,
1983,3824,0.104,0.064,0.006,0.035,0.013,0.069,0.015,0.062,0.050,0.000,0.019,0.029,0.041,0.035,0.022,0.047,0.046,0.047,0.045,0.047,0.049,0.003,0.029,0.007,0.886,0,
1984,4018,0.141,0.035,0.047,0.079,0.078,0.083,0.073,0.039,0.081,0.080,0.048,0.074,0.037,0.018,0.040,0.037,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1985,3315,0.128,0.079,0.079,0.017,0.061,0.014,0.015,0.074,0.053,0.056,0.008,0.058,0.044,0.035,0.044,0.027,0.034,0.025,0.048,0.001,0.026,0.034,0.039,0.000,1.000,1,
1986,4859,0.110,0.081,0.001,0.006,0.036,0.033,0.005,0.036,0.050,0.060,0.027,0.065,0.064,0.020,0.049,0.036,0.026,0.046,0.022,0.021,0.024,0.046,0.011,0.036,0.911,0,
1987,3562,0.130,0.059,0.070,0.071,0.052,0.040,0.076,0.007,0.029,0.021,0.076,0.068,0.080,0.119,0.028,0.027,0.030,0.017,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1988,4809,0.107,0.073,0.062,0.017,0.075,0.025,0.044,0.044,0.083,0.004,0.001,0.081,0.058,0.115,0.028,0.034,0.031,0.041,0.044,0.033,0.000,0.000,0.000,0.000,1.000,1,
1989,4151,0.135,0.064,0.042,0.031,0.066,0.037,0.008,0.033,0.028,0.054,0.058,0.049,0.012,0.310,0.029,0.031,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1990,3324,0.109,0.025,0.043,0.000,0.075,0.025,0.040,0.047,0.041,0.033,0.071,0.017,0.027,0.034,0.035,0.039,0.039,0.044,0.046,0.001,0.036,0.031,0.013,0.011,0.881,0,
1991,2813,0.130,0.027,0.051,0.076,0.005,0.017,0.038,0.027,0.074,0.058,0.047,0.014,0.006,0.016,0.030,0.039,0.046,0.033,0.030,0.024,0.026,0.002,0.029,0.042,0.889,0,
1992,4424,0.134,0.055,0.049,0.000,0.082,0.041,0.071,0.010,0.045,0.068,0.005,0.035,0.005,0.030,0.038,0.030,0.037,0.033,0.005,0.048,0.000,0.030,0.030,0.044,0.926,0,
1993,3668,0.129,0.063,0.064,0.040,0.011,0.053,0.006,0.016,0.008,0.071,0.074,0.039,0.068,0.121,0.031,0.025,0.033,0.027,0.015,0.023,0.031,0.045,0.003,0.003,1.000,0,
1994,3682,0.106,0.082,0.047,0.024,0.054,0.031,0.050,0.045,0.046,0.062,0.047,0.054,0.038,0.012,0.049,0.037,0.021,0.023,0.014,0.022,0.031,0.003,0.012,0.043,0.953,0,
1995,4822,0.148,0.010,0.036,0.030,0.012,0.052,0.074,0.056,0.002,0.071,0.075,0.012,0.055,0.017,0.048,0.044,0.023,0.048,0.007,0.041,0.028,0.032,0.020,0.028,0.968,0,
1996,3364,0.100,0.011,0.030,0.011,0.067,0.080,0.053,0.057,0.069,0.027,0.001,0.031,0.024,0.026,0.044,0.026,0.042,0.025,0.005,0.041,0.001,0.036,0.030,0.035,0.873,0,
1997,2959,0.138,0.049,0.069,0.058,0.054,0.075,0.061,0.057,0.059,0.053,0.039,0.020,0.028,0.018,0.025,0.035,0.039,0.029,0.028,0.017,0.018,0.030,0.000,0.000,1.000,1,
1998,3064,0.106,0.000,0.063,0.018,0.046,0.070,0.061,0.057,0.027,0.010,0.077,0.080,0.012,0.049,0.048,0.048,0.037,0.040,0.017,0.042,0.033,0.030,0.006,0.022,1.000,0,
1999,6930,0.127,0.065,0.001,0.078,0.042,0.046,0.026,0.037,0.064,0.004,0.033,0.002,0.030,0.051,0.046,0.028,0.048,0.027,0.014,0.034,0.000,0.025,0.000,0.034,0.862,0,
2000,5089,0.128,0.030,0.071,0.068,0.019,0.078,0.058,0.055,0.069,0.076,0.071,0.048,0.055,0.150,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
2001,5906,0.124,0.013,0.082,0.040,0.033,0.067,0.060,0.002,0.004,0.018,0.029,0.063,0.033,0.034,0.027,0.041,0.041,0.029,0.040,0.033,0.043,0.018,0.045,0.049,0.969,0,
2002,4092,0.111,0.002,0.079,0.050,0.064,0.015,0.082,0.006,0.038,0.081,0.043,0.021,0.024,0.037,0.030,0.029,0.049,0.027,0.042,0.032,0.031,0.030,0.002,0.043,0.969,0,
2003,4232,0.134,0.070,0.052,0.057,0.031,0.009,0.055,0.061,0.053,0.063,0.001,0.013,0.047,0.127,0.045,0.036,0.037,0.044,0.033,0.020,0.011,0.000,0.000,0.000,1.000,1,
2004,5017,0.146,0.013,0.023,0.008,0.015,0.045,0.044,0.073,0.030,0.036,0.003,0.027,0.065,0.062,0.023,0.039,0.026,0.045,0.015,0.046,0.023,0.016,0.009,0.044,0.876,0,
2005,3607,0.117,0.063,0.038,0.055,0.050,0.032,0.053,0.018,0.017,0.001,0.026,0.070,0.063,0.029,0.027,0.049,0.022,0.039,0.029,0.025,0.034,0.015,0.018,0.035,0.926,0,
2006,6244,0.134,0.035,0.075,0.081,0.008,0.082,0.057,0.017,0.075,0.033,0.000,0.007,0.015,0.011,0.034,0.027,0.025,0.044,0.018,0.028,0.027,0.020,0.042,0.023,0.921,0,
2007,5208,0.131,0.080,0.002,0.012,0.032,0.001,0.010,0.038,0.019,0.081,0.034,0.082,0.055,0.214,0.048,0.024,0.021,0.049,0.006,0.020,0.004,0.037,0.000,0.000,1.000,1,
2008,3918,0.133,0.012,0.010,0.064,0.038,0.019,0.022,0.036,0.075,0.044,0.068,0.003,0.017,0.063,0.031,0.049,0.046,0.038,0.013,0.010,0.019,0.014,0.032,0.037,0.893,0,
2009,4419,0.119,0.025,0.040,0.016,0.065,0.012,0.014,0.042,0.028,0.037,0.078,0.073,0.008,0.049,0.048,0.028,0.044,0.023,0.039,0.010,0.047,0.045,0.050,0.016,0.957,0,
2010,4276,0.147,0.015,0.019,0.082,0.044,0.021,0.074,0.030,0.060,0.001,0.075,0.039,0.024,0.080,0.048,0.028,0.050,0.033,0.043,0.047,0.004,0.026,0.010,0.000,1.000,1,
2011,3314,0.147,0.037,0.024,0.038,0.008,0.059,0.043,0.032,0.029,0.019,0.053,0.040,0.040,0.036,0.032,0.048,0.024,0.046,0.037,0.006,0.006,0.007,0.008,0.021,0.842,0,
2012,4865,0.120,0.067,0.081,0.001,0.019,0.051,0.079,0.014,0.074,0.006,0.049,0.026,0.062,0.054,0.035,0.035,0.044,0.025,0.007,0.043,0.024,0.031,0.011,0.032,0.990,0,
2013,12525,0.139,0.068,0.053,0.049,0.008,0.046,0.018,0.022,0.068,0.010,0.040,0.064,0.056,0.073,0.034,0.044,0.036,0.040,0.019,0.050,0.050,0.013,0.000,0.000,1.000,1,
2014,8106,0.125,0.008,0.061,0.066,0.038,0.023,0.060,0.081,0.029,0.056,0.059,0.033,0.068,0.063,0.024,0.045,0.041,0.021,0.031,0.001,0.018,0.003,0.035,0.009,1.000,0,
2015,6795,0.139,0.047,0.045,0.031,0.023,0.081,0.033,0.055,0.034,0.025,0.053,0.026,0.008,0.038,0.043,0.041,0.049,0.035,0.007,0.034,0.015,0.010,0.047,0.021,0.939,0,
2016,3906,0.113,0.062,0.043,0.002,0.047,0.058,0.042,0.040,0.064,0.039,0.021,0.036,0.030,0.114,0.032,0.028,0.035,0.046,0.004,0.014,0.042,0.043,0.017,0.026,0.999,0,
2017,5028,0.110,0.057,0.049,0.067,0.021,0.041,0.053,0.036,0.064,0.066,0.038,0.016,0.081,0.063,0.046,0.041,0.033,0.024,0.028,0.019,0.025,0.021,0.000,0.000,1.000,1,
2018,4177,0.113,0.011,0.050,0.008,0.046,0.026,0.024,0.038,0.077,0.055,0.031,0.037,0.058,0.097,0.028,0.030,0.032,0.049,0.016,0.038,0.019,0.004,0.002,0.033,0.922,0,
2019,4051,0.104,0.083,0.013,0.068,0.073,0.049,0.080,0.060,0.064,0.035,0.054,0.062,0.017,0.039,0.026,0.023,0.035,0.046,0.007,0.024,0.038,0.000,0.000,0.000,1.000,1,
2020,3863,0.108,0.007,0.044,0.006,0.066,0.067,0.056,0.028,0.069,0.044,0.041,0.077,0.047,0.160,0.033,0.026,0.020,0.041,0.018,0.011,0.000,0.020,0.008,0.000,1.000,1,
2021,3965,0.102,0.072,0.017,0.011,0.079,0.079,0.044,0.077,0.063,0.076,0.078,0.031,0.082,0.062,0.037,0.036,0.047,0.007,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
2022,3930,0.116,0.064,0.059,0.019,0.031,0.008,0.024,0.016,0.010,0.005,0.069,0.082,0.074,0.041,0.046,0.044,0.042,0.024,0.039,0.045,0.016,0.023,0.011,0.033,0.940,0,
2023,4817,0.112,0.003,0.018,0.026,0.073,0.009,0.080,0.060,0.015,0.020,0.045,0.073,0.045,0.288,0.024,0.046,0.049,0.013,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
2024,2775,0.149,0.018,0.028,0.071,0.009,0.081,0.068,0.047,0.075,0.063,0.021,0.026,0.055,0.011,0.044,0.029,0.034,0.022,0.026,0.027,0.002,0.027,0.005,0.026,0.964,0,
2025,3253,0.119,0.076,0.060,0.040,0.065,0.079,0.003,0.054,0.069,0.025,0.067,0.029,0.046,0.009,0.027,0.034,0.027,0.049,0.030,0.005,0.028,0.040,0.021,0.000,1.000,1,
2026,4563,0.116,0.046,0.083,0.004,0.059,0.020,0.024,0.035,0.011,0.052,0.038,0.078,0.054,0.017,0.032,0.049,0.022,0.047,0.043,0.026,0.046,0.041,0.035,0.013,0.991,0,
2027,4044,0.148,0.025,0.072,0.027,0.052,0.016,0.022,0.037,0.027,0.011,0.061,0.036,0.076,0.065,0.024,0.038,0.029,0.042,0.029,0.045,0.045,0.035,0.000,0.000,0.962,0,
2028,3911,0.130,0.032,0.081,0.014,0.015,0.013,0.064,0.051,0.006,0.063,0.069,0.028,0.047,0.048,0.021,0.032,0.035,0.022,0.017,0.019,0.001,0.027,0.038,0.018,0.891,0,
2029,4472,0.126,0.009,0.083,0.079,0.016,0.014,0.029,0.006,0.053,0.050,0.077,0.038,0.011,0.147,0.050,0.037,0.044,0.031,0.028,0.042,0.011,0.018,0.002,0.000,1.000,1,
2030,4870,0.111,0.049,0.022,0.046,0.075,0.028,0.055,0.029,0.044,0.011,0.075,0.069,0.071,0.068,0.038,0.025,0.044,0.044,0.039,0.032,0.016,0.000,0.000,0.000,0.991,0,
2031,3241,0.109,0.039,0.069,0.071,0.038,0.032,0.027,0.053,0.014,0.071,0.004,0.009,0.080,0.146,0.044,0.046,0.036,0.050,0.008,0.015,0.039,0.000,0.000,0.000,1.000,1,
2032,2997,0.107,0.002,0.031,0.044,0.039,0.063,0.052,0.065,0.035,0.001,0.002,0.002,0.005,0.100,0.046,0.038,0.040,0.035,0.005,0.035,0.002,0.041,0.019,0.005,0.815,0,
2033,5173,0.119,0.033,0.078,0.076,0.052,0.023,0.025,0.062,0.078,0.065,0.081,0.020,0.000,0.099,0.026,0.029,0.043,0.028,0.019,0.041,0.003,0.000,0.000,0.000,1.000,1,
2034,7797,0.137,0.033,0.048,0.070,0.056,0.047,0.001,0.014,0.061,0.065,0.051,0.074,0.038,0.146,0.040,0.022,0.030,0.037,0.002,0.029,0.000,0.000,0.000,0.000,1.000,1,
2035,3749,0.120,0.062,0.032,0.007,0.058,0.034,0.037,0.035,0.034,0.043,0.040,0.031,0.043,0.129,0.047,0.036,0.031,0.023,0.035,0.006,0.040,0.014,0.014,0.014,0.965,0,
2036,2854,0.125,0.058,0.082,0.058,0.050,0.028,0.060,0.020,0.031,0.046,0.068,0.000,0.040,0.023,0.023,0.048,0.021,0.024,0.020,0.035,0.023,0.013,0.037,0.044,0.977,0,
2037,2922,0.111,0.010,0.009,0.022,0.023,0.003,0.001,0.011,0.043,0.060,0.051,0.001,0.069,0.026,0.024,0.035,0.024,0.040,0.042,0.025,0.035,0.017,0.044,0.017,0.744,0,
2038,2909,0.116,0.081,0.018,0.067,0.022,0.014,0.019,0.027,0.025,0.072,0.078,0.068,0.038,0.045,0.041,0.024,0.048,0.030,0.013,0.048,0.043,0.025,0.032,0.000,0.993,0,
2039,4117,0.128,0.004,0.081,0.019,0.017,0.039,0.075,0.070,0.001,0.041,0.008,0.001,0.035,0.021,0.035,0.036,0.041,0.037,0.009,0.033,0.043,0.012,0.027,0.009,0.821,0,
2040,4583,0.136,0.028,0.072,0.025,0.047,0.008,0.081,0.034,0.026,0.083,0.019,0.017,0.030,0.141,0.040,0.033,0.028,0.039,0.023,0.024,0.028,0.026,0.010,0.000,1.000,1,
2041,4115,0.137,0.013,0.015,0.003,0.013,0.065,0.041,0.044,0.011,0.058,0.015,0.038,0.038,0.469,0.029,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
2042,3364,0.108,0.054,0.058,0.021,0.001,0.017,0.027,0.060,0.052,0.036,0.030,0.054,0.025,0.050,0.027,0.022,0.022,0.045,0.022,0.025,0.005,0.049,0.025,0.037,0.871,0,
2043,3500,0.131,0.063,0.072,0.018,0.080,0.044,0.080,0.060,0.058,0.013,0.025,0.042,0.065,0.199,0.025,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
2044,3631,0.119,0.077,0.055,0.001,0.059,0.046,0.029,0.069,0.004,0.035,0.022,0.005,0.003,0.049,0.026,0.033,0.049,0.044,0.040,0.023,0.039,0.033,0.009,0.017,0.887,0,
2045,5150,0.110,0.070,0.065,0.043,0.040,0.001,0.044,0.043,0.034,0.020,0.013,0.068,0.004,0.028,0.022,0.044,0.027,0.048,0.017,0.046,0.013,0.049,0.017,0.038,0.902,0,
2046,2827,0.111,0.028,0.009,0.067,0.070,0.041,0.055,0.011,0.040,0.058,0.071,0.003,0.010,0.055,0.036,0.045,0.029,0.030,0.041,0.009,0.024,0.031,0.038,0.007,0.920,0,
2047,5503,0.115,0.009,0.041,0.036,0.005,0.039,0.022,0.076,0.007,0.043,0.059,0.066,0.072,0.223,0.045,0.047,0.028,0.028,0.006,0.013,0.021,0.000,0.000,0.000,1.000,1,
2048,4797,0.121,0.001,0.045,0.028,0.053,0.024,0.035,0.004,0.065,0.075,0.002,0.041,0.042,0.065,0.032,0.021,0.038,0.027,0.041,0.033,0.017,0.050,0.047,0.022,0.931,0,
2049,5116,0.144,0.076,0.020,0.032,0.060,0.060,0.031,0.013,0.008,0.028,0.030,0.051,0.021,0.146,0.035,0.029,0.039,0.049,0.023,0.049,0.005,0.026,0.020,0.006,1.000,0,
